Time	Fish Count	Bear Count
380	8		12
381	8		12
382	8		12
383	8		12
384	8		13
385	8		13
386	8		13
387	8		13
388	8		13
389	8		13
390	8		14
391	8		14
392	8		14
393	8		14
394	8		14
395	8		14
396	8		14
397	8		14
398	8		14
399	8		14
400	8		14
401	8		14
402	8		14
403	9		14
404	9		14
405	9		14
406	9		14
407	9		14
408	9		14
409	9		14
410	9		14
411	9		14
412	9		14
413	9		14
414	9		14
415	9		14
416	9		14
417	9		14
418	9		14
419	9		14
420	9		14
421	9		14
422	9		14
423	9		14
424	9		14
425	9		14
426	9		14
427	9		14
428	9		14
429	9		14
430	9		14
431	9		14
432	9		14
433	9		14
434	9		14
435	9		14
436	9		14
437	9		14
438	9		14
439	9		14
440	9		14
441	9		14
442	9		14
443	9		14
444	9		14
445	9		14
446	9		14
447	9		14
448	9		14
449	9		14
450	9		14
451	9		14
452	9		15
453	9		15
454	9		15
455	9		15
456	9		15
457	9		16
458	9		16
459	9		16
460	9		16
461	9		16
462	9		16
463	9		16
464	9		16
465	9		16
466	9		16
467	9		17
468	9		17
469	9		17
470	9		17
471	9		17
472	9		17
473	9		17
474	9		17
475	9		17
476	10		17
477	10		17
478	10		17
479	10		17
480	10		17
481	10		17
482	10		17
483	10		17
484	10		17
485	10		16
486	10		16
487	10		16
488	10		16
489	10		16
490	10		16
491	10		16
492	10		16
493	10		16
494	10		16
495	10		16
496	10		16
497	10		16
498	10		16
499	10		16
500	10		16
501	10		16
502	10		16
503	10		16
504	10		16
505	10		15
506	10		15
507	10		15
508	10		15
509	10		15
510	10		15
511	10		15
512	10		15
513	10		15
514	10		15
515	10		15
516	10		15
517	10		15
518	10		15
519	10		15
520	10		15
521	10		15
522	10		15
523	10		15
524	10		15
525	10		15
526	10		14
527	10		14
528	11		14
529	11		14
530	11		14
531	11		14
532	11		14
533	11		14
534	11		14
535	11		14
536	11		14
537	11		14
538	11		15
539	11		15
540	11		15
541	11		15
542	11		14
543	11		14
544	11		14
545	11		14
546	11		14
547	11		14
548	11		14
549	11		14
550	11		14
551	11		15
552	11		15
553	11		15
554	11		15
555	11		15
556	11		15
557	11		15
558	11		15
559	11		15
560	11		15
561	11		15
562	10		15
563	10		15
564	10		14
565	10		14
566	10		14
567	10		14
568	10		14
569	10		14
570	10		14
571	10		14
572	10		14
573	10		14
574	10		14
575	10		14
576	10		14
577	10		14
578	10		14
579	10		14
580	10		14
581	10		14
582	10		14
583	10		14
584	10		14
585	10		14
586	10		14
587	10		14
588	10		14
589	10		14
590	10		14
591	10		14
592	10		14
593	10		14
594	10		14
595	10		14
596	10		14
597	10		14
598	10		15
599	10		15
600	10		15
601	10		15
602	10		15
603	10		15
604	10		15
605	10		15
606	10		15
607	10		15
608	10		15
609	10		15
610	10		15
611	10		15
612	10		15
613	10		15
614	10		15
615	10		15
616	10		16
617	10		16
618	10		16
619	10		16
620	10		16
621	10		16
622	10		16
623	10		16
624	10		16
625	10		16
626	10		16
627	10		16
628	10		16
629	10		16
630	10		15
631	10		14
632	10		14
633	10		14
634	10		14
635	10		14
636	10		14
637	10		14
638	10		14
639	10		14
640	10		14
641	11		14
642	11		14
643	11		14
644	11		14
645	11		14
646	11		14
647	11		14
648	11		14
649	11		14
650	11		14
651	11		14
652	11		13
653	11		13
654	11		13
655	11		13
656	11		13
657	11		13
658	12		13
659	12		12
660	12		12
661	12		12
662	12		12
663	12		12
664	12		12
665	12		12
666	12		12
667	12		12
668	12		12
669	12		12
670	12		12
671	12		12
672	12		12
673	12		12
674	12		12
675	12		12
676	12		12
677	12		12
678	12		12
679	12		12
680	13		12
681	13		12
682	13		12
683	13		12
684	13		12
685	13		12
686	13		12
687	13		12
688	13		12
689	13		12
690	13		12
691	13		12
692	13		12
693	13		12
694	13		12
695	13		12
696	13		12
697	13		12
698	13		12
699	13		12
700	13		12
701	13		12
702	13		12
703	13		11
704	12		11
705	11		11
706	11		11
707	11		11
708	11		11
709	11		11
710	11		11
711	11		11
712	11		11
713	11		11
714	11		11
715	11		11
716	11		11
717	11		11
718	12		11
719	12		11
720	12		11
721	12		11
722	12		11
723	12		11
724	12		11
725	12		11
726	12		11
727	12		11
728	12		11
729	12		11
730	12		11
731	12		11
732	12		11
733	12		11
734	12		11
735	12		11
736	12		11
737	12		11
738	12		11
739	12		11
740	12		11
741	12		11
742	12		11
743	12		11
744	12		11
745	12		11
746	12		11
747	12		11
748	12		11
749	12		11
750	12		11
751	12		11
752	12		11
753	12		11
754	12		11
755	12		11
756	12		11
757	12		11
758	12		11
759	12		11
760	12		11
761	12		11
762	12		11
763	12		11
764	12		11
765	12		11
766	12		11
767	12		11
768	12		11
769	12		11
770	12		11
771	12		11
772	12		11
773	12		11
774	12		11
775	12		11
776	12		11
777	12		11
778	12		11
779	12		11
780	12		11
781	12		11
782	12		11
783	12		11
784	12		11
785	12		11
786	12		11
787	12		11
788	12		11
789	12		11
790	12		11
791	12		11
792	12		11
793	12		11
794	12		11
795	12		11
796	12		11
797	12		11
798	12		11
799	11		11
800	11		11
801	11		11
802	11		11
803	11		11
804	11		11
805	11		11
806	11		11
807	11		11
808	11		11
809	11		11
810	11		11
811	11		11
812	11		11
813	11		11
814	11		11
815	11		11
816	11		11
817	11		11
818	11		11
819	11		11
820	11		11
821	11		11
822	11		11
823	11		11
824	11		11
825	11		11
826	11		11
827	11		11
828	11		11
829	11		11
830	11		11
831	11		11
832	11		11
833	11		11
834	11		11
835	11		11
836	11		11
837	11		11
838	11		11
839	11		11
840	11		11
841	11		11
842	11		11
843	11		11
844	11		11
845	11		11
846	11		11
847	11		11
848	11		11
849	11		12
850	11		12
851	11		12
852	11		12
853	11		12
854	11		12
855	11		12
856	11		12
857	11		12
858	11		12
859	11		13
860	11		13
861	11		13
862	11		13
863	11		13
864	11		13
865	11		13
866	11		13
867	11		13
868	11		13
869	11		13
870	11		14
871	11		14
872	11		14
873	11		14
874	11		14
875	11		14
876	11		14
877	11		14
878	11		14
879	11		14
880	11		14
881	11		13
882	11		13
883	11		13
884	11		13
885	11		13
886	11		14
887	11		14
888	11		14
889	11		14
890	11		15
891	11		15
892	11		15
893	11		15
894	11		15
895	11		15
896	11		15
897	11		15
898	11		15
899	11		15
900	11		15
901	11		15
902	11		15
903	11		15
904	11		15
905	11		15
906	11		15
907	11		15
908	11		15
909	11		15
910	11		15
911	11		15
912	11		15
913	11		15
914	11		15
915	11		15
916	11		16
917	11		16
918	12		16
919	12		16
920	12		16
921	12		16
922	12		16
923	12		16
924	12		17
925	12		17
926	12		17
927	12		17
928	12		17
929	12		17
930	12		17
931	12		17
932	12		17
933	12		17
934	12		17
935	12		16
936	12		16
937	12		16
938	12		16
939	12		16
940	12		16
941	12		16
942	12		16
943	12		16
944	12		16
945	12		16
946	12		16
947	12		16
948	12		16
949	12		16
950	12		16
951	12		16
952	12		16
953	12		16
954	12		16
955	12		16
956	12		16
957	12		16
958	12		16
959	12		16
960	12		16
961	12		16
962	12		16
963	12		16
964	12		16
965	12		16
966	12		16
967	12		16
968	12		16
969	11		16
970	11		16
971	11		16
972	11		16
973	11		16
974	11		16
975	11		15
976	11		15
977	11		15
978	11		15
979	11		15
980	11		15
981	11		15
982	11		15
983	11		15
984	11		15
985	11		15
986	11		15
987	11		15
988	11		15
989	11		15
990	11		15
991	11		15
992	11		15
993	11		15
994	11		15
995	11		15
996	11		15
997	11		15
998	11		15
999	11		15
1000	11		15
1001	11		15
1002	11		15
1003	11		15
1004	11		15
1005	11		15
1006	11		15
1007	11		15
1008	11		15
1009	11		15
1010	11		15
1011	11		15
1012	11		15
1013	11		15
1014	11		15
1015	11		15
1016	11		15
1017	11		15
1018	11		15
1019	11		15
1020	11		15
1021	11		15
1022	11		15
1023	11		15
1024	11		15
1025	11		15
1026	11		15
1027	11		15
1028	11		15
1029	11		15
1030	11		15
1031	11		15
1032	11		15
1033	11		15
1034	11		15
1035	11		15
1036	11		15
1037	11		15
1038	11		15
1039	11		15
1040	11		15
1041	11		15
1042	11		15
1043	11		15
1044	11		15
1045	11		14
1046	11		14
1047	11		14
1048	11		14
1049	11		14
1050	11		14
1051	11		14
1052	11		14
1053	11		14
1054	11		14
1055	11		14
1056	11		14
1057	11		14
1058	11		14
1059	11		14
1060	11		14
1061	11		14
1062	11		14
1063	11		14
1064	11		14
1065	11		14
1066	11		14
1067	11		14
1068	11		14
1069	11		13
1070	11		13
1071	11		13
1072	11		13
1073	11		13
1074	11		13
1075	11		13
1076	11		13
1077	11		13
1078	11		13
1079	11		13
1080	11		13
1081	11		13
1082	11		13
1083	11		13
1084	11		13
1085	11		12
1086	11		12
1087	11		12
1088	11		12
1089	11		12
1090	11		12
1091	11		12
1092	11		12
1093	11		12
1094	11		12
1095	11		12
1096	11		12
1097	11		12
1098	11		12
1099	11		12
1100	11		12
1101	11		12
1102	11		12
1103	11		12
1104	11		12
1105	11		12
1106	11		12
1107	11		12
1108	11		12
1109	11		12
1110	11		12
1111	11		12
1112	11		12
1113	11		12
1114	11		12
1115	11		12
1116	11		12
1117	11		12
1118	11		12
1119	11		12
1120	11		12
1121	11		12
1122	11		12
1123	11		12
1124	11		12
1125	11		12
1126	11		12
1127	11		12
1128	11		12
1129	11		12
1130	11		12
1131	11		12
1132	11		12
1133	11		12
1134	12		12
1135	12		12
1136	12		12
1137	12		12
1138	12		12
1139	12		12
1140	12		12
1141	12		12
1142	12		12
1143	12		12
1144	12		12
1145	12		12
1146	12		12
1147	12		12
1148	12		12
1149	12		12
1150	12		12
1151	12		12
1152	12		12
1153	12		12
1154	12		12
1155	12		12
1156	12		12
1157	12		12
1158	12		12
1159	12		12
1160	12		12
1161	12		12
1162	11		12
1163	11		12
1164	11		12
1165	11		12
1166	11		12
1167	11		12
1168	11		12
1169	11		12
1170	11		12
1171	11		13
1172	11		13
1173	11		13
1174	11		13
1175	11		13
1176	11		13
1177	11		13
1178	11		13
1179	11		13
1180	11		13
1181	11		13
1182	11		13
1183	11		13
1184	11		13
1185	11		13
1186	11		13
1187	11		13
1188	11		13
1189	11		13
1190	11		13
1191	11		13
1192	11		13
1193	11		13
1194	11		13
1195	11		14
1196	11		14
1197	11		14
1198	11		14
1199	11		14
1200	11		14
1201	11		14
1202	11		14
1203	11		14
1204	11		14
1205	11		14
1206	11		14
1207	11		14
1208	11		14
1209	11		14
1210	11		14
1211	11		14
1212	11		14
1213	11		14
1214	11		14
1215	11		14
1216	11		14
1217	11		14
1218	11		14
1219	11		15
1220	11		15
1221	11		16
1222	11		16
1223	11		16
1224	11		16
1225	11		16
1226	11		16
1227	11		16
1228	11		16
1229	11		16
1230	11		16
1231	11		16
1232	11		16
1233	11		16
1234	11		16
1235	11		16
1236	11		16
1237	11		16
1238	11		16
1239	11		16
1240	11		16
1241	11		16
1242	11		16
1243	11		16
1244	11		16
1245	11		16
1246	11		16
1247	11		16
1248	11		16
1249	11		16
1250	11		16
1251	11		16
1252	11		16
1253	11		16
1254	11		16
1255	11		16
1256	11		16
1257	11		16
1258	11		16
1259	11		16
1260	11		16
1261	11		16
1262	11		16
1263	11		16
1264	11		16
1265	11		16
1266	11		16
1267	11		16
1268	11		16
1269	11		16
1270	11		16
1271	11		16
1272	11		16
1273	11		15
1274	12		15
1275	12		14
1276	12		14
1277	13		14
1278	13		14
1279	13		14
1280	13		14
1281	13		14
1282	13		14
1283	13		14
1284	13		14
1285	13		14
1286	13		14
1287	13		14
1288	13		14
1289	13		14
1290	13		14
1291	13		14
1292	13		14
1293	13		15
1294	13		15
1295	13		15
1296	13		15
1297	13		15
1298	13		15
1299	13		15
1300	13		15
1301	13		15
1302	13		15
1303	13		15
1304	13		15
1305	13		15
1306	13		15
1307	13		15
1308	13		15
1309	13		15
1310	13		15
1311	13		15
1312	13		15
1313	13		15
1314	13		15
1315	13		15
1316	13		15
1317	13		15
1318	14		15
1319	14		15
1320	14		15
1321	14		15
1322	14		15
1323	14		15
1324	14		15
1325	14		15
1326	14		15
1327	14		15
1328	14		15
1329	14		15
1330	14		15
1331	14		15
1332	14		15
1333	14		15
1334	14		15
1335	14		15
1336	14		15
1337	14		15
1338	14		15
1339	14		15
1340	14		15
1341	14		15
1342	14		15
1343	14		15
1344	14		15
1345	14		15
1346	14		15
1347	14		15
1348	14		15
1349	14		15
1350	14		15
1351	14		15
1352	14		15
1353	14		15
1354	14		15
1355	14		15
1356	14		15
1357	14		15
1358	14		15
1359	14		15
1360	14		15
1361	14		16
1362	14		16
1363	14		16
1364	14		16
1365	14		16
1366	14		16
1367	14		16
1368	14		16
1369	14		16
1370	14		16
1371	14		16
1372	14		16
1373	14		16
1374	14		16
1375	14		16
1376	14		16
1377	14		16
1378	14		16
1379	14		16
1380	14		16
1381	14		16
1382	14		16
1383	14		16
1384	14		16
1385	14		16
1386	14		16
1387	14		16
1388	14		16
1389	14		16
1390	14		16
1391	14		16
1392	14		16
1393	14		15
1394	14		15
1395	14		15
1396	14		15
1397	14		15
1398	14		15
1399	14		15
1400	14		15
1401	14		15
1402	14		15
1403	14		15
1404	14		15
1405	14		15
1406	14		15
1407	15		15
1408	15		15
1409	15		15
1410	15		15
1411	15		15
1412	15		16
1413	15		16
1414	15		16
1415	15		16
1416	15		16
1417	15		16
1418	15		17
1419	15		17
1420	15		17
1421	15		17
1422	15		17
1423	15		17
1424	15		17
1425	15		17
1426	15		17
1427	15		17
1428	15		17
1429	15		17
1430	15		17
1431	15		17
1432	15		17
1433	15		17
1434	15		17
1435	15		17
1436	15		17
1437	15		17
1438	15		17
1439	15		17
1440	15		17
1441	15		17
1442	15		17
1443	15		17
1444	15		17
1445	15		17
1446	15		17
1447	15		17
1448	15		17
1449	15		17
1450	15		17
1451	15		17
1452	15		17
1453	15		17
1454	15		17
1455	15		17
1456	15		17
1457	15		17
1458	15		17
1459	15		17
1460	15		17
1461	15		17
1462	15		17
1463	15		17
1464	15		17
1465	15		17
1466	15		17
1467	15		17
1468	15		17
1469	15		17
1470	15		17
1471	15		17
1472	15		17
1473	15		17
1474	15		17
1475	15		17
1476	15		17
1477	15		17
1478	15		17
1479	15		17
1480	15		17
1481	15		17
1482	15		17
1483	15		17
1484	15		17
1485	15		17
1486	15		17
1487	15		17
1488	15		17
1489	15		17
1490	15		17
1491	15		17
1492	15		17
1493	15		17
1494	15		17
1495	15		17
1496	15		17
1497	15		17
1498	15		17
1499	15		17
1500	15		17
1501	15		17
1502	15		17
1503	15		17
1504	15		17
1505	15		17
1506	15		17
1507	15		17
1508	15		17
1509	15		17
1510	15		17
1511	15		17
1512	15		17
1513	15		17
1514	15		17
1515	15		17
1516	15		17
1517	15		17
1518	15		17
1519	15		17
1520	15		17
1521	15		17
1522	15		17
1523	15		17
1524	15		17
1525	15		17
1526	15		17
1527	15		17
1528	15		17
1529	15		17
1530	15		17
1531	15		17
1532	15		17
1533	15		17
1534	15		17
1535	15		17
1536	15		17
1537	15		17
1538	15		17
1539	15		17
1540	15		17
1541	15		17
1542	15		17
1543	15		17
1544	15		17
1545	15		17
1546	15		17
1547	15		17
1548	15		17
1549	15		17
1550	15		17
1551	15		17
1552	15		17
1553	15		17
1554	15		17
1555	15		17
1556	15		17
1557	15		17
1558	15		17
1559	15		17
1560	15		17
1561	15		17
1562	15		17
1563	15		17
1564	15		17
1565	15		17
1566	15		17
1567	15		17
1568	15		17
1569	15		17
1570	15		17
1571	15		17
1572	15		17
1573	15		17
1574	15		17
1575	15		17
1576	15		16
1577	14		16
1578	14		16
1579	14		16
1580	14		16
1581	14		16
1582	14		16
1583	14		16
1584	14		16
1585	14		16
1586	14		16
1587	14		16
1588	14		16
1589	14		16
1590	14		16
1591	14		16
1592	14		16
1593	14		16
1594	14		16
1595	14		16
1596	14		16
1597	14		16
1598	14		16
1599	14		16
1600	14		16
1601	14		16
1602	14		16
1603	14		16
1604	15		16
1605	15		16
1606	15		16
1607	15		16
1608	15		16
1609	15		16
1610	15		16
1611	15		16
1612	15		16
1613	15		16
1614	15		16
1615	15		16
1616	15		16
1617	15		16
1618	15		16
1619	15		16
1620	15		16
1621	15		16
1622	15		16
1623	15		16
1624	15		16
1625	15		16
1626	16		16
1627	16		16
1628	16		16
1629	16		16
1630	16		16
1631	16		16
1632	16		16
1633	16		16
1634	16		16
1635	16		16
1636	16		16
1637	16		16
1638	16		16
1639	16		16
1640	16		16
1641	16		16
1642	16		16
1643	16		16
1644	16		16
1645	16		16
1646	16		16
1647	16		16
1648	16		15
1649	16		15
1650	16		15
1651	16		15
1652	16		15
1653	16		15
1654	16		15
1655	16		15
1656	16		15
1657	16		15
1658	16		15
1659	16		15
1660	16		15
1661	16		15
1662	16		15
1663	16		15
1664	16		15
1665	16		15
1666	16		15
1667	16		15
1668	16		15
1669	16		15
1670	16		15
1671	16		15
1672	16		15
1673	16		15
1674	16		15
1675	16		15
1676	16		15
1677	16		15
1678	16		15
1679	16		15
1680	16		15
1681	16		15
1682	16		15
1683	16		15
1684	16		15
1685	16		15
1686	16		15
1687	16		15
1688	16		15
1689	16		15
1690	16		15
1691	16		15
1692	16		15
1693	16		15
1694	16		15
1695	16		15
1696	16		15
1697	16		15
1698	16		15
1699	16		15
1700	16		15
1701	16		15
1702	16		15
1703	16		15
1704	16		15
1705	16		15
1706	16		15
1707	16		15
1708	16		15
1709	16		16
1710	16		16
1711	16		16
1712	16		16
1713	16		16
1714	16		16
1715	16		16
1716	16		16
1717	16		16
1718	16		16
1719	16		17
1720	16		17
1721	16		17
1722	16		17
1723	16		17
1724	16		17
1725	16		17
1726	16		17
1727	16		17
1728	16		17
1729	16		17
1730	16		17
1731	16		17
1732	16		17
1733	16		17
1734	16		17
1735	16		17
1736	16		17
1737	16		17
1738	15		17
1739	15		17
1740	15		17
1741	15		17
1742	15		17
1743	15		16
1744	15		16
1745	15		16
1746	15		16
1747	15		16
1748	15		16
1749	15		16
1750	15		16
1751	15		16
1752	15		16
1753	15		16
1754	15		16
1755	15		16
1756	15		16
1757	15		16
1758	15		16
1759	15		16
1760	15		16
1761	15		16
1762	15		16
1763	15		16
1764	15		16
1765	15		16
1766	15		16
1767	15		16
1768	15		16
1769	15		16
1770	15		16
1771	15		16
1772	15		16
1773	15		16
1774	15		16
1775	15		16
1776	15		16
1777	15		17
1778	15		16
1779	15		16
1780	15		16
1781	15		16
1782	15		16
1783	15		16
1784	15		16
1785	15		16
1786	15		16
1787	15		16
1788	15		16
1789	15		16
1790	15		16
1791	15		16
1792	15		16
1793	15		16
1794	15		16
1795	15		16
1796	15		16
1797	15		16
1798	15		16
1799	15		16
1800	15		16
1801	15		16
1802	15		16
1803	15		16
1804	15		16
1805	15		17
1806	15		17
1807	15		17
1808	15		17
1809	15		17
1810	15		17
1811	15		17
1812	15		17
1813	15		17
1814	15		17
1815	15		17
1816	15		17
1817	15		17
1818	15		17
1819	15		17
1820	15		17
1821	15		17
1822	15		18
1823	15		18
1824	15		18
1825	15		18
1826	15		18
1827	15		18
1828	15		18
1829	15		18
1830	15		18
1831	15		18
1832	15		18
1833	15		18
1834	15		18
1835	15		18
1836	15		18
1837	15		18
1838	15		18
1839	15		18
1840	15		18
1841	15		18
1842	15		18
1843	15		18
1844	15		18
1845	15		18
1846	15		18
1847	15		18
1848	15		18
1849	15		18
1850	15		18
1851	15		18
1852	15		18
1853	15		18
1854	15		18
1855	15		18
1856	15		18
1857	15		19
1858	15		19
1859	15		19
1860	15		19
1861	15		19
1862	15		19
1863	15		19
1864	15		19
1865	15		19
1866	15		19
1867	15		19
1868	15		19
1869	15		19
1870	15		19
1871	15		19
1872	15		19
1873	15		19
1874	15		19
1875	15		19
1876	15		19
1877	15		19
1878	16		19
1879	16		19
1880	16		19
1881	16		19
1882	16		19
1883	16		19
1884	16		19
1885	16		18
1886	16		18
1887	16		18
1888	16		18
1889	16		18
1890	16		18
1891	16		18
1892	16		18
1893	16		18
1894	16		18
1895	16		18
1896	16		17
1897	16		17
1898	16		17
1899	16		17
1900	16		17
1901	16		16
1902	16		16
1903	16		16
1904	16		16
1905	16		16
1906	16		16
1907	16		16
1908	16		16
1909	16		15
1910	16		15
1911	16		15
1912	16		15
1913	16		15
1914	16		15
1915	16		15
1916	16		15
1917	16		15
1918	16		15
1919	16		15
1920	16		15
1921	16		15
1922	16		15
1923	16		15
1924	16		15
1925	16		15
1926	16		15
1927	16		14
1928	16		14
1929	16		14
1930	16		14
1931	16		14
1932	16		14
1933	16		14
1934	16		14
1935	16		14
1936	16		14
1937	16		14
1938	16		14
1939	16		14
1940	16		14
1941	16		14
1942	16		14
1943	16		14
1944	16		14
1945	16		14
1946	16		14
1947	16		14
1948	16		14
1949	16		14
1950	16		14
1951	16		14
1952	16		14
1953	16		14
1954	16		14
1955	16		14
1956	16		14
1957	16		14
1958	16		14
1959	16		14
1960	16		14
1961	16		14
1962	16		14
1963	16		14
1964	16		14
1965	16		14
1966	16		14
1967	16		14
1968	16		14
1969	16		14
1970	16		14
1971	16		14
1972	16		14
1973	16		14
1974	16		14
1975	16		14
1976	16		14
1977	16		14
1978	16		14
1979	16		14
1980	16		14
1981	16		14
1982	16		14
1983	16		14
1984	16		14
1985	16		14
1986	16		14
1987	16		14
1988	16		14
1989	16		14
1990	16		15
1991	16		15
1992	16		15
1993	16		15
1994	16		15
1995	16		15
1996	16		15
1997	16		15
1998	16		15
1999	16		15
2000	16		15
2001	16		15
2002	17		15
2003	17		16
2004	17		16
2005	17		16
2006	17		16
2007	17		16
2008	17		16
2009	17		16
2010	17		16
2011	17		16
2012	17		16
2013	16		16
2014	16		17
2015	16		17
2016	16		17
2017	16		17
2018	16		17
2019	16		17
2020	16		17
2021	16		18
2022	16		18
2023	16		18
2024	16		18
2025	16		18
2026	16		18
2027	16		18
2028	16		18
2029	16		18
2030	16		18
2031	16		18
2032	16		18
2033	16		18
2034	16		18
2035	16		18
2036	16		18
2037	16		18
2038	16		18
2039	16		18
2040	16		18
2041	16		18
2042	16		18
2043	16		18
2044	16		18
2045	16		18
2046	16		18
2047	17		18
2048	17		17
2049	17		17
2050	17		17
2051	17		17
2052	17		17
2053	17		17
2054	17		17
2055	17		17
2056	17		17
2057	17		17
2058	17		16
2059	17		16
2060	17		16
2061	17		16
2062	17		16
2063	17		16
2064	17		16
2065	17		16
2066	17		16
2067	17		16
2068	17		16
2069	17		16
2070	17		16
2071	17		16
2072	17		16
2073	17		16
2074	17		16
2075	17		16
2076	17		16
2077	17		16
2078	17		16
2079	17		16
2080	17		16
2081	17		16
2082	17		16
2083	17		16
2084	17		16
2085	17		16
2086	17		16
2087	17		16
2088	17		16
2089	17		16
2090	17		16
2091	17		17
2092	17		17
2093	17		17
2094	17		17
2095	17		17
2096	17		17
2097	17		17
2098	17		17
2099	17		17
2100	17		17
2101	17		17
2102	17		17
2103	17		17
2104	17		17
2105	17		17
2106	17		17
2107	17		17
2108	17		17
2109	17		17
2110	17		17
2111	17		17
2112	17		17
2113	17		17
2114	17		17
2115	17		17
2116	17		17
2117	17		17
2118	17		17
2119	17		17
2120	17		17
2121	17		17
2122	17		17
2123	17		17
2124	17		17
2125	17		17
2126	17		16
2127	17		16
2128	17		16
2129	17		16
2130	17		16
2131	17		16
2132	17		16
2133	17		16
2134	17		16
2135	17		16
2136	17		16
2137	17		16
